산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,합격,,천안,MT,404,HSM2PR36220328001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR36220328002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR36220328003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,70,32.83,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR36220328004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,647,303.46,EA,1232:모비스,1,280,0.27,74,2022-03-28,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR36220328005,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,363,170.26,EA,1232:모비스,1,280,0.27,74,2022-03-28,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR36220329004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,225,105.53,EA,1232:모비스,1,280,0.27,74,2022-03-29,2022-03-29,57
구동,,반제품,합격,,천안,MT,404,HSM2PR39220326002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,702,329.25,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-26,60
구동,,반제품,합격,,천안,MT,404,HSM2PR39220326003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-26,60
구동,,반제품,합격,,천안,MT,404,HSM2PR39220327001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR39220327002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-27,59
구동,,반제품,합격,,천안,MT,E03,HSM1PR36220524007,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,529,248.11,EA,1232:모비스,0,280,0.27,74,2022-05-24,2022-05-25,00
구동,,반제품,합격,재선별완료,천안,MT,404,HSM1PR23220403003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,284,133.2,EA,1232:모비스,1,280,0.27,74,2022-04-03,2022-05-04,21
구동,,반제품,합격,,천안,MT,404,HSM1PR23220405001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,647,303.46,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR23220405002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,433,203.09,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR23220418001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,127,59.57,EA,1232:모비스,1,280,0.27,74,2022-04-17,2022-04-26,29
구동,,반제품,합격,,천안,MT,404,HSM1PR23220418002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,242,113.5,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-26,29
구동,,반제품,합격,,천안,MT,404,HSM1PR23220419001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,711,333.48,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-05-04,21
구동,,반제품,합격,,천안,MT,404,HSM1PR23220419002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,444,208.25,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-26,29
구동,,반제품,합격,,천안,MT,404,HSM1PR23220419003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,636,298.3,EA,1232:모비스,1,280,0.27,74,2022-04-19,2022-04-26,29
구동,,반제품,합격,,천안,MT,404,HSM1PR23220504004,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,309,144.93,EA,1232:모비스,0,280,0.27,74,2022-05-04,2022-05-04,21
구동,,반제품,합격,,천안,MT,404,HSM1PR23220504005,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,96,45.03,EA,1232:모비스,0,280,0.27,74,2022-05-04,2022-05-04,21
구동,,반제품,합격,,천안,MT,404,HSM1PR23220505001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,675,316.59,EA,1232:모비스,0,280,0.27,74,2022-05-04,2022-05-05,20
구동,,반제품,합격,,천안,MT,404,HSM1PR23220509001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,768,360.21,EA,1232:모비스,0,280,0.27,74,2022-05-08,2022-05-09,16
구동,,반제품,합격,,천안,MT,404,HSM1PR23220509002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,312,146.34,EA,1232:모비스,0,280,0.27,74,2022-05-09,2022-05-09,16
구동,,반제품,합격,,천안,MT,404,HSM1PR23220509003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,434,203.56,EA,1232:모비스,0,280,0.27,74,2022-05-09,2022-05-09,16
구동,,반제품,합격,,천안,MT,404,HSM1PR23220510001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,646,302.99,EA,1232:모비스,0,280,0.27,74,2022-05-09,2022-05-10,15
구동,,반제품,합격,,천안,MT,404,HSM1PR23220511003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,77,36.11,EA,1232:모비스,0,280,0.27,74,2022-05-10,2022-05-11,14
구동,,반제품,합격,,천안,MT,404,HSM1PR23220511004,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,1003,470.43,EA,1232:모비스,0,280,0.27,74,2022-05-11,2022-05-11,14
구동,,반제품,합격,,천안,MT,404,HSM1PR23220515001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,1020,478.4,EA,1232:모비스,0,280,0.27,74,2022-05-14,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR23220515004,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,50,23.45,EA,1232:모비스,0,280,0.27,74,2022-05-15,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR23220525004,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,10,4.69,EA,1232:모비스,0,280,0.27,74,2022-05-15,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR23220525005,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,725,340.04,EA,1232:모비스,0,280,0.27,74,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM2PR23220327002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,351,164.63,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR23220327003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,729,341.92,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR23220327004,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,366,171.66,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR23220328001,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,714,334.88,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR23220328002,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,492,230.76,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-28,58
구동,,반제품,합격,,천안,MT,404,HSM2PR23220328003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,588,275.79,EA,1232:모비스,1,280,0.27,74,2022-03-28,2022-03-28,58
구동,,반제품,합격,,천안,MT,E03,HSM1PR23220514003,HPSM028048,MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV SET)_분할 Stator_27PNX1350F,44,20.64,EA,1232:모비스,0,280,0.27,74,2022-05-14,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR47220521006,HPSM028049,MT_280*45_(SG2-PHEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*45_(SG2-PHEV)_분할 Stator_25PNX1250F,1128,324.2,EA,1232:모비스,0,280,0.25,45,2022-05-21,2022-05-21,04
구동,,반제품,,,천안,MT,374,HSM1PR38220222001,HPSM028050,MT_280*45_(SG2-PHEV SET)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*45_(SG2-PHEV SET)_분할 Stator_25PNX1250F,424,121.86,EA,1232:모비스,3,280,0.25,45,2022-02-21,2022-03-31,55
구동,,반제품,,,천안,MT,E07,HSM1PR14211220003,HPSM029001,MT_290*69_(10KW)_Stator_30PNF1600_[자]_[정]_[P],MT_290*69_(10KW)_Stator_30PNF1600,39,17.56,EA,1133:맥스,5,290,0.3,69,2021-12-20,2021-12-20,156
구동,,반제품,,,천안,MT,D05,HRMCIT01170901010,HVRM020003,MT_200*56_(HG/VG)_Rotor_30PNF1600_[자]_[정]_[V],MT_200*56_(HG/VG)_Rotor_30PNF1600,14,26.28,EA,1232:모비스,8,200,0.3,56,2017-08-31,2018-10-26,1307
구동,,반제품,,,천안,MT,D05,HRMCIT01171025012,HVRM020003,MT_200*56_(HG/VG)_Rotor_30PNF1600_[자]_[정]_[V],MT_200*56_(HG/VG)_Rotor_30PNF1600,49,92,EA,1232:모비스,7,200,0.3,56,2017-10-25,2018-10-26,1307
구동,,반제품,합격,,천안,MT,A01,HRM1IT01220517004,HVRM020008,MT_200*50_(LF/HEV)_Rotor_30PNF1600_[자]_[정]_[V],MT_200*50_(LF/HEV)_Rotor_30PNF1600,32,58.59,EA,1232:모비스,0,200,0.3,50,2022-05-17,2022-05-19,06
구동,,반제품,,,천안,MT,B01,HRMCIT01191118032,HVRM020009,MT_200*36.4_(ADc-PHEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(ADc-PHEV)_Rotor_27PNX1350F,93,123.38,EA,1232:모비스,6,200,0.27,36.4,2019-11-18,2021-01-14,496
구동,,반제품,합격,,천안,MT,A02,HRM1IT03220503008,HVRM020021,MT_200*62.2_(MQ4-HEV 1)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*62.2_(MQ4-HEV)_Rotor_27PNX1350F,19,43.8,EA,1232:모비스,0,200,0.27,62.2,2022-05-03,2022-05-03,22
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220401023,HVRM020021,MT_200*62.2_(MQ4-HEV 1)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*62.2_(MQ4-HEV)_Rotor_27PNX1350F,54,124.49,EA,1232:모비스,1,200,0.27,62.2,2022-04-01,2022-04-01,54
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220502007,HVRM020021,MT_200*62.2_(MQ4-HEV 1)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*62.2_(MQ4-HEV)_Rotor_27PNX1350F,19,43.8,EA,1232:모비스,0,200,0.27,62.2,2022-05-01,2022-05-04,21
구동,,반제품,,,천안,MT,B05,HRMCIT01220127018,HVRM020021,MT_200*62.2_(MQ4-HEV 1)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*62.2_(MQ4-HEV)_Rotor_27PNX1350F,54,124.49,EA,1232:모비스,3,200,0.27,62.2,2022-01-27,2022-01-27,118
구동,,반제품,,,천안,MT,B05,HRMCIT01220321021,HVRM020021,MT_200*62.2_(MQ4-HEV 1)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*62.2_(MQ4-HEV)_Rotor_27PNX1350F,88,202.87,EA,1232:모비스,2,200,0.27,62.2,2022-03-20,2022-03-21,65
구동,,반제품,합격,,천안,MT,B01,HRM1IT01220521006,HVRM020022,MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F,12,16.9,EA,1232:모비스,0,200,0.25,37.6,2022-05-21,2022-05-25,00
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220522001,HVRM020022,MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F,144,202.76,EA,1232:모비스,0,200,0.25,37.6,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220524001,HVRM020022,MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F,144,202.76,EA,1232:모비스,0,200,0.25,37.6,2022-05-23,2022-05-24,01
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220525001,HVRM020022,MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*37.6_(CN7-HEV)_Rotor_25PNX1250F,144,202.76,EA,1232:모비스,0,200,0.25,37.6,2022-05-24,2022-05-25,00
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220426029,HVRM020023,MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,0,200,0.27,37.2,2022-04-26,2022-04-26,29
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220517001,HVRM020023,MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,0,200,0.27,37.2,2022-05-16,2022-05-17,08
구동,,반제품,합격,,천안,MT,B05,HRM2IT01220328016,HVRM020023,MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F,37,51.82,EA,1232:모비스,1,200,0.27,37.2,2022-03-28,2022-03-28,58
구동,,반제품,,,천안,MT,B05,HRMCIT01220307001,HVRM020023,MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV A)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,2,200,0.27,37.2,2022-03-06,2022-03-07,79
구동,,반제품,합격,,천안,MT,A01,HRM1IT01220511001,HVRM020024,MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F,55,77.04,EA,1232:모비스,0,200,0.27,37.2,2022-05-10,2022-05-25,00
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220510004,HVRM020024,MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,0,200,0.27,37.2,2022-05-10,2022-05-10,15
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220519026,HVRM020024,MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,0,200,0.27,37.2,2022-05-19,2022-05-19,06
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220520006,HVRM020024,MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*37.2_(MQ4-PHEV B)_Rotor_27PNX1350F,144,201.7,EA,1232:모비스,0,200,0.27,37.2,2022-05-20,2022-05-20,05
구동,,반제품,합격,,천안,MT,B01,HRM1IT01220430003,HVRM020026,MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F,12,20.34,EA,1232:모비스,0,200,0.25,45.2,2022-04-29,2022-05-23,02
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220501003,HVRM020026,MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F_[자]_[정]_[V],MT_200*45.2_(SG2-PHEV)_Rotor_25PNX1250F,108,183.09,EA,1232:모비스,0,200,0.25,45.2,2022-04-30,2022-05-01,24
구동,,반제품,합격,,천안,MT,B01,HRM1IT01220516006,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,82,108.78,EA,1232:모비스,0,200,0.27,36.4,2022-05-16,2022-05-19,06
구동,,반제품,합격,,천안,MT,B01,HRM1IT01220524007,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-05-24,2022-05-25,00
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220429028,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-04-29,2022-04-29,26
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220516007,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-05-16,2022-05-16,09
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220520004,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-05-20,2022-05-20,05
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220523007,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220524006,HVRM020027,MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*36.4_(AE-HEV)_Rotor_27PNX1350F,144,191.03,EA,1232:모비스,0,200,0.27,36.4,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,A01,HRM1IT01220519004,HVRM020028,MT_200*48.2_(DN8-HEV YSM)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*48.2_(DN8-HEV YSM)_Rotor_27PNX1350F,19,34.17,EA,1232:모비스,0,200,0.27,48.2,2022-05-18,2022-05-23,02
구동,,반제품,합격,,천안,MT,B05,HRM1IT01220519024,HVRM020028,MT_200*48.2_(DN8-HEV YSM)_Rotor_27PNX1350F_[자]_[정]_[V],MT_200*48.2_(DN8-HEV YSM)_Rotor_27PNX1350F,108,194.25,EA,1232:모비스,0,200,0.27,48.2,2022-05-19,2022-05-19,06
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220523020,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-23,2022-05-23,02
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524002,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524003,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524004,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524005,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524006,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524007,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524008,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524009,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524010,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524011,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524012,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
구동,,반제품,합격,,천안,MT,D08,HSM1TA01220524013,HVSM020009,MT_200*173.88_(OS-EV)_Stator_27PNX1350F_[자]_[정]_[V],MT_200*173.88_(OS-EV)_Stator_27PNX1350F,36,600.14,EA,4795:Y&W모티브,0,200,0.27,173.88,2022-05-24,2022-05-24,01
